ACTIONID,Count,高危機.死亡,TIPVDA,X1.4.5.6,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,家暴因素.不良嗜好.賭博.出入不正當場所,家暴因素.個性.生活習慣不合,家暴因素.其他,家暴因素.子女教養問題,家暴因素.性生活不協調,家暴因素.感情.外遇問題,家暴因素.施用毒品.禁藥或迷幻物品,家暴因素.照顧壓力,家暴因素.疑似或罹患精神疾病,家暴因素.經濟狀況不佳,家暴因素.親屬間相處問題,家暴因素.財務問題,家暴因素.財務支配或借貸問題,家暴因素.酗酒,成人家庭暴力兩造關係,被害人婚姻狀態,暴力型態.性暴力,暴力型態.精神暴力,暴力型態.經濟暴力,暴力型態.肢體暴力,使用武器,施暴武器說明,自殺意念,自殺行為,受暴持續總月數,求助時間差.小時,MAIMED,AGE,OCCUPATION,EDUCATION,lng,lat,district,town,Count_plus
DI00408561,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,0,4,1,49,服務業,9,121.5436009,25.0441429,大安區,誠安里,1
DVP0136563,1,0,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,,0,0,0,8,1,41,,6,121.5094779,25.0708212,大同區,鄰江里,1
DVP0142620,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,,0,0,12,18,1,41,,7,121.5166907,25.0588377,大同區,雙連里,1
DVP0155977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,NA,0,1,0,0,NA,,0,0,0,2,1,59,服務業,4,121.5157569,25.057175,大同區,雙連里,1
DV00693381,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,,1,1,0,392,1,43,無工作,5,121.5463681,25.0824942,中山區,大直里,1
DVP0139299,1,0,7,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,60,18,1,42,其他,7,121.5380777,25.0258897,大安區,龍生里,1
DVP0208071,1,0,5,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,1,安全帽,0,0,24,17,1,36,商業,6,121.5354063,25.0453085,中山區,埤頭里,1
DVP0138647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,,0,0,0,9,1,46,家庭管理,9,121.5272354,25.0484508,中山區,正守里,1
DVP0198405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,96,3,1,27,其他,3,121.5768655,25.0767539,內湖區,港墘里,1
DVP0201966,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,0,33,1,50,不詳,5,121.5464472,25.0483838,松山區,中正里,1
DVP0156899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,1,0,0,0,,0,0,60,12,1,29,服務業,3,121.5244168,25.0490548,中山區,正得里,1
DV00711869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,熨斗,0,0,0,14,1,31,商業,5,121.6166585,25.0713275,內湖區,東湖里,1
DV00592006,1,0,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,皮帶,0,0,0,22,1,43,不詳,5,121.5698851,25.0223884,信義區,泰和里,1
DVP0204892,1,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,,0,0,24,9,1,35,其他,4,121.5937469,25.047424,南港區,新光里,1
DV00684178,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,,0,0,0,8,1,61,不詳,7,121.499761,25.018567,萬華區,興德里,1
DI00406129,1,1,9,2,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,NA,0,1,0,1,1,雨傘,0,0,6,2,1,57,,7,121.557449,25.10507,士林區,臨溪里,1
DVP0207012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,2,0,0,0,1,0,,0,0,1,2,1,47,不詳,6,121.4935237,25.0341152,萬華區,糖?里,1
DVP0173607,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,,0,0,0,3,1,45,,9,121.5685736,25.084884,內湖區,西湖里,1
DV00588462,1,0,5,3,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,0,0,3,50,1,49,,7,121.5347954,25.0995762,士林區,福志里,1
DVP0148986,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11,4,0,0,0,1,0,,0,0,0,10,3,56,退休,5,121.5155575,25.0631241,大同區,蓬萊里,1
DVP0208005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,NA,,0,0,6,14,1,52,家庭管理,5,121.545038,24.9934782,文山區,景東里,1
DVP0154218,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,4,0,0,0,1,0,,0,0,0,86,1,36,服務業,4,121.5052377,25.0461637,萬華區,福星里,1
DV00710698,1,1,10,4,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,衣物,0,0,3,57,1,34,無工作,5,121.535861,25.126243,士林區,天母里,1
DVP0162772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,1,0,,0,0,0,4,1,26,服務業,9,121.5589212,25.0315192,信義區,景聯里,1
DV00690239,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,1,0,,0,0,0,35,3,36,無工作,6,121.5212601,25.0805883,士林區,明勝里,1
DV00685957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,NA,NA,0,63,2,52,,6,121.5585469,25.0536443,松山區,東光里,1
DV00655863,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,12,13,1,34,家庭管理,9,121.575657,25.033595,信義區,松友里,1
DV00702329,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,3,0,1,0,1,0,,NA,NA,0,7,1,73,其他,6,121.5469389,25.0058088,文山區,興旺里,1
DVP0212425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,,0,0,120,11,3,77,不詳,2,121.5781357,25.0764321,內湖區,港墘里,1
DV00598094,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,木椅,0,0,1,21,1,39,專門職業,5,121.5699524,25.0847715,內湖區,西湖里,1
DI00408397,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,,0,0,0,2,1,79,不詳,9,121.502287,25.1331433,北投區,中央里,1
DV00587945,1,0,7,2,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,1,安全帽,0,0,0,12,1,38,,5,121.502286,25.0923658,士林區,永倫里,1
DVP0169463,1,1,11,4,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,,1,1,120,20,1,38,服務業,9,121.5262952,25.0240509,大安區,古莊里,1
DVP0158874,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,70,1,34,,9,121.4956015,25.0213158,萬華區,銘德里,1
DVP0198533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,1,9,1,54,,5,121.592692,25.0887869,內湖區,碧山里,1
DVP0167095,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,1,0,1,0,,0,0,24,21,1,33,其他,5,121.5099765,25.1158726,北投區,吉利里,1
DVP0175897,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,11,4,0,0,0,1,0,,0,0,1,1,1,40,其他,3,121.5370092,24.994901,文山區,景慶里,1
DVP0144656,1,0,5,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,0,0,12,5,1,42,不詳,9,121.507614,25.140414,北投區,中心里,1
DVP0165055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,12,10,1,44,家庭管理,3,121.5020265,25.0450164,萬華區,萬壽里,1
DVP0188609,1,0,3,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,2,2,1,37,服務業,5,121.5034543,25.018807,萬華區,日祥里,1
DVP0183381,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,1,0,,0,0,1,5,1,51,服務業,9,121.5420363,25.0022495,文山區,萬盛里,1
DVP0211850,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,NA,,0,0,0,2,1,41,,5,121.5243052,25.0435179,中正區,幸福里,1
DV00720342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,NA,,NA,NA,0,35,1,57,退休,6,121.535571,25.0441919,大安區,民輝里,1
DV00686913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,NA,,NA,NA,0,11,1,52,不詳,5,121.570639,25.0034209,文山區,萬美里,1
DV00711492,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,4,4,1,1,0,1,0,,NA,1,26,41,1,61,服務業,9,121.5433768,25.0377036,大安區,和安里,1
DI00401173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,NA,,0,0,0,17,1,47,服務業,3,121.4906043,25.0258046,萬華區,和德里,1
DV00623186,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,NA,NA,3,133,1,36,,7,121.5942171,25.0858436,內湖區,金龍里,1
DVP0192014,1,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,48,11,1,41,服務業,9,121.493345,25.0263142,萬華區,錦德里,1
DV00664146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,1,0,24,40,1,38,商業,5,121.5166072,25.0501858,大同區,建明里,1
DV00667235,1,0,6,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,,0,0,2,7,1,26,服務業,5,121.574996,25.0498146,松山區,慈祐里,1
DI00407408,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,6,1,0,0,0,1,0,,0,0,0,9,1,46,服務業,9,121.4970294,25.0262857,萬華區,日善里,1
DV00668500,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,NA,,NA,NA,0,4,1,59,家庭管理,5,121.518604,25.090747,士林區,後港里,1
DVP0175274,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,1,0,1,0,,0,0,0,3,1,22,學生,5,121.543244,25.005281,文山區,萬盛里,1
DVP0192718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,菜刀,0,0,0,3,1,52,不詳,3,121.485029,25.104999,士林區,富洲里,1
DVP0140206,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,6,27,1,40,,5,121.511065,25.0634899,大同區,景星里,1
DV00706067,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,,0,0,0,23,1,48,,9,121.5236246,25.065968,中山區,晴光里,1
DV00668723,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,1,1,遙控器,0,0,0,7,2,61,不詳,4,121.5548029,24.9879745,文山區,華興里,1
DI00409453,1,1,9,4,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,,NA,NA,240,144,1,52,,6,121.5034543,25.018807,萬華區,日祥里,1
DV00706482,1,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,,0,0,360,9,1,58,家庭管理,9,121.5747856,25.0338981,信義區,安康里,1
DVP0152142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,10,1,41,家庭管理,7,121.5886758,25.0874301,內湖區,金瑞里,1
DV00653003,1,0,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,NA,,NA,NA,24,4,2,39,不詳,5,121.576192,25.049001,信義區,四育里,1
DV00721748,1,1,8,4,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,,0,0,0,39,1,23,不詳,5,121.528536,25.0492279,中山區,正義里,1
DV00653961,1,0,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,NA,,0,0,4,20,1,42,家庭管理,6,121.537412,25.034652,大安區,民炤里,1
DVP0141062,1,0,4,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,,0,0,1,8,3,52,,4,121.507387,25.0847973,士林區,葫蘆里,1
DV00697769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,1,1,衣架,0,0,0,64,1,25,,5,121.5790932,25.0401966,信義區,松光里,1
DVP0163336,1,0,7,3,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,2,0,1,0,0,0,,0,0,3,30,1,27,其他,5,121.522933,25.0527189,中山區,康樂里,1
DV00703122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,0,16,1,40,家庭管理,9,121.5759467,25.076581,內湖區,港墘里,1
DV00698009,1,0,7,2,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,球棒,0,0,48,14,1,38,家庭管理,5,121.5023308,25.0269895,萬華區,新安里,1
DVP0146451,1,0,6,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,,0,0,120,530,1,34,家庭管理,7,121.5855808,25.0748639,內湖區,紫陽里,1
DVP0176401,1,0,7,2,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12,1,0,1,0,0,0,,0,0,36,6,1,45,服務業,9,121.5513986,25.0246317,大安區,全安里,1
DV00656261,1,0,4,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,持菜刀,0,0,0,24,1,62,不詳,7,121.5050908,25.0910255,士林區,社園里,1
DV00712307,1,0,5,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,NA,,NA,NA,0,11,3,43,不詳,7,121.577028,25.053967,內湖區,行善里,1
DV00674647,1,1,8,3,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,1,0,,0,0,24,9,1,43,服務業,4,121.5646577,25.0494055,松山區,吉祥里,1
DVP0160284,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,12,5,1,59,,6,121.5408343,25.0649848,中山區,行仁里,1
DV00622492,1,1,9,2,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,雜誌,0,0,0,42,1,57,公,5,121.562773,25.058306,松山區,三民里,1
DVP0194994,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,12,3,1,25,家庭管理,9,121.5344928,25.0452801,中山區,朱園里,1
DVP0177310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,NA,0,1,0,0,0,,0,0,0,11,2,48,,6,121.6105502,25.0551877,南港區,南港里,1
DVP0166169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,120,72,1,48,服務業,5,121.533452,25.0358545,大安區,民炤里,1
DVP0158563,1,0,5,2,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,3,25,2,37,,9,121.498459,25.019574,萬華區,興德里,1
DV00702687,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,,0,0,0,16,1,23,服務業,9,121.575981,25.042602,信義區,長春里,1
DVP0145755,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,0,3,1,33,不詳,5,121.5525728,24.9979789,文山區,興業里,1
DVP0196517,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,0,2,1,44,不詳,5,121.5853691,25.0761654,內湖區,紫陽里,1
DVP0153866,1,0,3,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,,0,0,0,5,1,58,,7,121.5384635,24.9947901,文山區,景慶里,1
DVP0191593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,1,0,0,0,,0,0,0,8,1,62,其他,4,121.5246077,25.0950492,士林區,福佳里,1
DV00686956,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,0,18,1,28,家庭管理,9,121.5280795,25.0319208,大安區,永康里,1
DVP0172044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1,0,,0,0,0,51,1,25,服務業,5,121.5477758,24.9974969,文山區,興福里,1
DV00674387,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,0,0,0,18,1,41,家庭管理,5,121.5418244,25.0295002,大安區,龍圖里,1
DVP0155352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,0,3,1,55,,7,121.5160149,25.0620197,大同區,民權里,1
DVP0138428,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,1,0,0,0,,0,0,24,67,1,64,服務業,9,121.586702,25.082984,內湖區,湖濱里,1
DV00674387,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,0,0,0,18,1,41,家庭管理,5,121.5418244,25.0295002,大安區,龍圖里,1
DVP0151336,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,0,11,1,39,,7,121.592034,25.082804,內湖區,內湖里,1
DVP0201797,1,0,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,,0,0,0,592,1,36,,5,121.5569747,25.0268023,信義區,嘉興里,1
DVP0200247,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,,0,0,0,4,1,55,工礦業,5,121.4815967,25.1050906,士林區,富洲里,1
DV00677033,1,1,9,4,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,0,0,0,1,1,手機,0,0,12,15,1,38,無工作,3,121.581459,25.047749,南港區,合成里,1
DV00690467,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,0,0,24,52,1,37,,6,121.525395,25.108342,士林區,蘭雅里,1
DVP0212620,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,0,11,1,36,不詳,6,121.5648363,25.1268695,士林區,公館里,1
DVP0158980,1,0,7,3,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,,0,0,360,3,1,61,服務業,9,121.5933641,25.0374293,南港區,仁福里,1
DVP0205143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,0,6,1,54,不詳,5,121.522309,25.0602119,中山區,集英里,1
DV00727663,1,1,13,4,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,12,4,0,0,0,1,1,刀、棍棒,NA,NA,48,25,1,41,不詳,9,121.5264609,25.051134,中山區,正義里,1
DV00711159,1,0,5,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,菸灰缸,0,0,24,5,1,51,家庭管理,5,121.533457,25.0644261,中山區,行政里,1
