ACTIONID,Count,高危機.死亡,TIPVDA,X1.4.5.6,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,家暴因素.不良嗜好.賭博.出入不正當場所,家暴因素.個性.生活習慣不合,家暴因素.其他,家暴因素.子女教養問題,家暴因素.性生活不協調,家暴因素.感情.外遇問題,家暴因素.施用毒品.禁藥或迷幻物品,家暴因素.照顧壓力,家暴因素.疑似或罹患精神疾病,家暴因素.經濟狀況不佳,家暴因素.親屬間相處問題,家暴因素.財務問題,家暴因素.財務支配或借貸問題,家暴因素.酗酒,成人家庭暴力兩造關係,被害人婚姻狀態,暴力型態.性暴力,暴力型態.精神暴力,暴力型態.經濟暴力,暴力型態.肢體暴力,使用武器,施暴武器說明,自殺意念,自殺行為,受暴持續總月數,求助時間差.小時,MAIMED,AGE,OCCUPATION,EDUCATION,lng,lat,district,town,Count_plus
DVP0164874,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,2,1,0,1,0,1,1,拐杖,0,0,60,3,2,61,家庭管理,4,121.561695,24.986819,文山區,明義里,1
DV00596381,1,0,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,NA,,0,0,0,50,1,32,公教軍警,5,121.5588624,25.0298559,信義區,景聯里,1
DVP0152457,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,0,0,0,,0,0,0,1,1,26,,5,121.5018092,25.1241225,北投區,清江里,1
DV00689465,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,12,4,0,1,0,0,0,,0,0,0,32,1,34,商業,5,121.5550822,25.0457566,松山區,復源里,2
DVP0210948,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,2,0,1,0,0,0,,0,0,0,6,1,29,不詳,5,121.517818,25.087791,士林區,福中里,2
DVP0166629,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,,0,0,60,6,1,28,不詳,9,121.5315352,25.1154752,士林區,天福里,2
DVP0154857,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,2,0,0,0,1,0,,0,0,0,10,1,22,學生,5,121.491062,25.031249,萬華區,綠堤里,2
DVP0138953,2,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,264,2,1,45,服務業,9,121.516272,25.1122937,北投區,榮光里,2
DVP0201422,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,0,2,1,49,,7,121.50782,25.1304599,北投區,奇岩里,2
DV00724132,2,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,1,0,,0,0,3,5,1,40,服務業,5,121.522573,25.0657089,中山區,晴光里,2
DV00702224,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,NA,,NA,NA,0,2,1,76,退休,5,121.5937755,25.0490329,南港區,新光里,2
DV00671296,2,0,7,3,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1,0,,0,0,3,40,1,22,學生,5,121.4831873,25.1377086,北投區,桃源里,2
DV00671601,2,0,5,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,1,0,216,64,1,50,,5,121.557449,25.10507,士林區,臨溪里,2
DVP0150141,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,0,0,120,9,1,48,家庭管理,5,121.52915,25.102951,士林區,名山里,2
DV00694587,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,NA,NA,0,8,2,44,商業,9,121.5011856,25.0289554,萬華區,新安里,2
DV00682030,2,1,7,4,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,汽油及打火機,NA,NA,0,17,3,68,,4,121.515018,25.1151759,北投區,榮光里,2
DVP0175928,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,菜刀,0,0,24,9,1,45,不詳,9,121.5500906,25.0281759,大安區,全安里,2
DI00407784,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,,1,0,12,-12,1,37,教,5,121.538868,25.003157,文山區,萬祥里,2
DVP0179492,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,NA,,1,0,0,8,1,37,不詳,6,121.507768,25.0918794,士林區,社園里,2
DV00720452,2,0,3,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,24,17,1,61,其他,6,121.557626,25.0557099,松山區,龍田里,2
DVP0139935,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,2,0,1,0,1,0,,0,0,240,10,1,55,不詳,3,121.5656291,25.0523653,松山區,安平里,2
DVP0194082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,NA,0,0,0,1,0,,0,0,0,4,1,33,,3,121.5263542,25.066573,中山區,晴光里,2
DVP0205749,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,24,11,1,42,工礦業,5,121.5426313,25.0254728,大安區,龍生里,2
DV00701164,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,,0,0,0,15,1,48,服務業,7,121.54471,25.0565309,松山區,松基里,2
DVP0210877,2,1,11,4,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,,0,0,12,7,1,27,無工作,9,121.560058,24.990392,文山區,明興里,2
DVP0183934,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,0,0,0,1,3,56,無工作,5,121.522275,25.0809395,士林區,福華里,2
DVP0177439,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,,0,0,0,3,3,83,不詳,5,121.532701,25.120195,士林區,天山里,2
DI00408214,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,0,0,0,2,1,79,不詳,6,121.502287,25.1331433,北投區,中央里,2
DVP0138369,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,,0,0,3,8,1,49,,9,121.5207006,25.0277585,中正區,南福里,2
DVP0148996,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,2,11,1,25,,7,121.5411767,25.0408786,大安區,義村里,2
DVP0160999,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,,0,0,3,5,1,38,不詳,6,121.5938753,25.0775274,內湖區,紫雲里,2
DVP0179180,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,0,0,4,3,1,53,服務業,5,121.5218951,25.0850179,士林區,前港里,2
DVP0205700,2,1,5,4,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,,0,0,12,2,1,21,學生,5,121.4862776,25.1383928,北投區,桃源里,2
DVP0168669,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,,0,0,4,6,1,60,服務業,4,121.5292962,25.0649316,中山區,新庄里,2
DVP0142630,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,3,1,38,其他,5,121.568404,25.0861084,內湖區,西湖里,2
DVP0158649,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,2,0,1,0,0,NA,,1,1,0,5,1,26,不詳,3,121.5083989,25.085401,士林區,葫蘆里,2
DI00408470,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,0,0,0,780,1,39,,7,121.5142593,25.0568764,大同區,星明里,2
DV00695398,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,,NA,NA,0,6,1,43,其他,6,121.5776203,25.0800929,內湖區,港富里,2
DVP0138529,2,0,4,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,192,14,1,57,公教軍警,7,121.521163,25.0901539,士林區,福德里,2
DV00678566,2,0,5,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,,0,0,132,47,2,36,家庭管理,3,121.490657,25.0272763,萬華區,和德里,2
DVP0195307,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,,0,0,1,6,1,27,,5,121.52135,25.063786,中山區,集英里,2
DV00666962,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,NA,0,0,0,1,0,,0,0,0,5,1,56,不詳,6,121.5938753,25.0775274,內湖區,紫雲里,2
DVP0192053,2,0,5,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,,0,0,24,7,1,21,無工作,3,121.5191579,25.1159149,北投區,振華里,2
DVP0159458,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,0,0,1,1,,0,0,0,19,1,66,,5,121.5049225,25.042659,萬華區,西門里,2
DVP0174737,2,0,5,2,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,6,44,1,59,服務業,3,121.5554503,25.04292,大安區,華聲里,2
DV00671601,2,0,5,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,1,0,216,64,1,50,,5,121.557449,25.10507,士林區,臨溪里,2
DVP0171278,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,4,0,1,0,0,0,,0,0,1,9,1,37,不詳,6,121.5763316,25.0503398,松山區,慈祐里,2
DV00708660,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,11,4,0,1,0,0,0,,0,0,0,46,1,48,其他,5,121.5576781,24.9988067,文山區,興得里,2
DVP0183567,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,33,3,52,無工作,5,121.5180492,25.0724157,大同區,保安里,2
DVP0138736,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,NA,,0,0,24,2,1,42,家庭管理,9,121.4831873,25.1377086,北投區,桃源里,2
DVP0211655,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,,0,0,12,5,1,73,,5,121.5019595,25.0914383,士林區,永倫里,2
DVP0211554,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,1,詳細物品不清楚,0,0,12,9,1,44,服務業,9,121.5393837,25.0412825,大安區,義村里,2
DVP0183676,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,NA,NA,240,3,2,71,,4,121.512951,25.058606,大同區,延平里,2
DV00694827,2,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,0,16,1,39,專門職業,7,121.597706,25.0783699,內湖區,紫雲里,2
DV00684362,2,1,6,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,4,0,1,0,1,1,"箱子裡堆有重物,不清楚是甚麼",0,0,24,4,1,25,無工作,3,121.4953058,25.0176036,萬華區,華中里,2
DVP0166206,2,0,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,,0,0,2,9,1,40,專門職業,5,121.5363665,25.0528784,中山區,中央里,2
DV00696486,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,,0,0,0,63,2,45,無工作,7,121.5157979,25.0750694,大同區,重慶里,2
DVP0156824,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,刀,0,0,0,2,1,61,商業,7,121.559879,24.988868,文山區,明義里,2
DVP0189689,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,6,3,1,28,,5,121.5296246,25.0565497,中山區,中原里,2
DV00669424,2,1,13,4,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,,0,0,240,5,1,51,無工作,4,121.5289937,25.1281751,北投區,永和里,2
DVP0139152,2,1,7,4,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12,4,0,1,0,0,0,,0,0,36,3,1,36,不詳,5,121.5117667,25.1124244,北投區,福興里,2
DVP0148566,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,11,1,56,,5,121.6060884,25.0572936,南港區,南港里,2
DVP0200234,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,0,8,1,37,商業,5,121.5481635,25.0010284,文山區,興邦里,2
DVP0206633,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,,0,0,1,3,2,68,家庭管理,4,121.5207722,25.1043606,士林區,蘭興里,2
DVP0201613,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,,0,0,0,4,1,36,服務業,9,121.5019894,25.1320893,北投區,中央里,2
DVP0175928,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,菜刀,0,0,24,9,1,45,不詳,9,121.5500906,25.0281759,大安區,全安里,2
DVP0208980,2,0,7,3,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,11,4,0,1,0,1,1,,0,0,6,3,1,44,不詳,5,121.5370092,24.994901,文山區,景慶里,2
DVP0155126,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,,0,0,24,5,1,39,其他,6,121.5161036,25.112414,北投區,榮光里,2
DVP0163707,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,6,2,1,49,不詳,3,121.5274903,25.1189028,士林區,天玉里,2
DV00716412,2,0,4,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,,0,0,5,22,1,35,無工作,9,121.5115685,25.1216456,北投區,東華里,2
DV00719382,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,60,3,1,45,無工作,6,121.6163325,25.0522393,南港區,新富里,2
DI00404322,2,0,7,2,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0,1,0,,0,NA,216,13,1,43,家庭管理,3,121.545729,25.046725,松山區,中崙里,2
DVP0153033,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,3,1,45,,7,121.5546738,25.0374277,大安區,光信里,2
DVP0200660,2,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,,0,0,0,12,1,41,,7,121.6160196,25.0673336,內湖區,五分里,2
DI00401641,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,,0,0,22,1,1,27,專門職業,5,121.522921,25.052566,中山區,康樂里,2
DI00409940,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,1,0,,0,0,0,1,1,47,無工作,3,121.513,25.053913,大同區,朝陽里,2
DV00668573,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,14,1,38,,7,121.5587419,25.0365789,信義區,正和里,2
DVP0188356,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,,0,0,96,2,1,50,無工作,9,121.5456184,25.0406194,大安區,仁愛里,2
DVP0184587,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,2,1,39,不詳,9,121.5117733,25.0798676,士林區,福順里,2
DVP0211858,2,1,8,4,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,0,0,12,11,1,49,商業,9,121.5471159,24.9969225,文山區,興福里,2
DVP0147747,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,4,0,1,0,0,0,,0,0,0,9,1,56,,7,121.5550769,25.0460355,松山區,復源里,2
DI00410225,2,0,5,3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,,0,0,240,1,1,68,無工作,4,121.6186021,25.042011,南港區,舊莊里,2
DVP0172851,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,2,0,1,0,0,0,,NA,NA,0,35,1,43,商業,9,121.5325562,25.1169258,士林區,天福里,2
DVP0187210,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,,0,0,1,2,1,50,其他,7,121.5203681,25.1095337,北投區,榮華里,2
DV00654022,2,1,10,3,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,1,0,480,20,1,58,不詳,4,121.6173534,25.0360999,南港區,九如里,2
DVP0138529,2,0,4,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,192,14,1,57,公教軍警,7,121.521163,25.0901539,士林區,福德里,2
DV00685599,2,0,6,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,塑膠椅子,NA,NA,0,5,1,40,服務業,5,121.4930829,25.0232756,萬華區,孝德里,2
DI00408462,2,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,0,0,0,4,1,33,商業,5,121.5806717,25.0835141,內湖區,湖濱里,2
DVP0138407,2,0,4,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,塑膠瓶,0,0,216,2,1,49,公教軍警,5,121.521163,25.0901539,士林區,福德里,2
DI00409062,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,NA,,NA,NA,0,11,1,36,不詳,7,121.5005988,25.0380496,萬華區,富民里,2
DV00685764,2,0,4,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,,0,0,2,15,1,31,,9,121.5362441,25.0440193,大安區,民輝里,2
DI00408376,2,0,4,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,,0,0,0,9,1,43,商業,5,121.5480616,25.0815871,中山區,大直里,2
DVP0175254,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,鑰匙,0,0,6,10,1,54,服務業,5,121.56589,25.0312949,信義區,三張里,2
DV00704158,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,1,0,,0,0,0,12,1,30,不詳,5,121.495211,25.1056016,士林區,福安里,2
DV00601128,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,0,1,0,,0,0,60,44,1,29,服務業,5,121.5273086,25.0970399,士林區,舊佳里,2
DI00409940,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,1,0,,0,0,0,1,1,47,無工作,3,121.513,25.053913,大同區,朝陽里,2
DVP0201422,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,0,2,1,49,,7,121.50782,25.1304599,北投區,奇岩里,2
DVP0186860,2,0,6,3,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,4,0,0,0,1,0,,0,0,2,5,2,37,服務業,5,121.5081284,25.0861039,士林區,葫蘆里,2
DVP0193763,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,1,3,1,29,其他,7,121.594293,25.079362,內湖區,紫雲里,2
DVP0212998,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,0,11,1,51,,7,121.6129593,25.0701123,內湖區,安湖里,2
