ACTIONID,Count,高危機.死亡,TIPVDA,X1.4.5.6,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,家暴因素.不良嗜好.賭博.出入不正當場所,家暴因素.個性.生活習慣不合,家暴因素.其他,家暴因素.子女教養問題,家暴因素.性生活不協調,家暴因素.感情.外遇問題,家暴因素.施用毒品.禁藥或迷幻物品,家暴因素.照顧壓力,家暴因素.疑似或罹患精神疾病,家暴因素.經濟狀況不佳,家暴因素.親屬間相處問題,家暴因素.財務問題,家暴因素.財務支配或借貸問題,家暴因素.酗酒,成人家庭暴力兩造關係,被害人婚姻狀態,暴力型態.性暴力,暴力型態.精神暴力,暴力型態.經濟暴力,暴力型態.肢體暴力,使用武器,施暴武器說明,自殺意念,自殺行為,受暴持續總月數,求助時間差.小時,MAIMED,AGE,OCCUPATION,EDUCATION,lng,lat,district,town,Count_plus
DV00605622,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,,0,0,36,14,1,25,其他,5,121.522921,25.052566,中山區,康樂里,2
DV00600161,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,,0,0,3,39,1,31,,3,121.533485,25.028302,大安區,龍安里,2
DVP0191537,2,0,4,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,,0,0,24,2,1,65,,4,121.51069,25.0506268,大同區,玉泉里,2
DVP0189608,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,0,2,1,39,不詳,7,121.5612615,25.0125099,大安區,黎和里,2
DI00402368,2,1,12,4,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,NA,1,1,1,1,1,,0,0,65,9,1,40,,5,121.591747,25.085749,內湖區,金龍里,2
DVP0189266,2,0,7,3,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,,0,0,96,84,1,60,家庭管理,4,121.5728026,25.0855357,內湖區,港華里,2
DVP0184016,2,0,5,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,0,1,0,,0,0,72,15,2,41,無工作,9,121.591747,25.085749,內湖區,金龍里,2
DVP0170820,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,4,1,38,,9,121.5008979,25.0287824,萬華區,新安里,2
DVP0149250,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,0,0,0,10,1,35,不詳,6,121.494027,25.0210609,萬華區,銘德里,2
DV00667398,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,,0,0,0,7,1,21,無工作,9,121.5915941,25.0887975,內湖區,碧山里,2
DI00401708,2,0,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,12,217,1,68,退休,6,121.580641,25.039746,信義區,大道里,2
DVP0145454,2,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,12,4,0,1,0,1,0,,0,0,120,10,1,50,專門職業,9,121.5671697,24.9841704,文山區,順興里,2
DVP0152020,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,0,20,1,44,不詳,3,121.5090164,25.0855548,士林區,葫蘆里,2
DVP0137658,2,0,4,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,,0,0,36,2,1,51,家庭管理,9,121.5572515,24.9820872,文山區,樟文里,2
DVP0147738,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,120,41,1,41,,7,121.561856,25.1069598,士林區,翠山里,2
DVP0181435,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,0,0,12,1,1,34,商業,9,121.500801,25.139522,北投區,中庸里,2
DI00408376,2,0,4,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,,0,0,0,9,1,43,商業,5,121.5480616,25.0815871,中山區,大直里,2
DV00721591,2,0,4,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,11,4,0,1,0,1,1,鐵鎚、菜刀,0,0,60,19,1,41,無工作,5,121.5370092,24.994901,文山區,景慶里,2
DVP0191908,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,,0,0,9,2,1,35,無工作,7,121.534169,25.12432,士林區,天和里,2
DVP0195606,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,0,0,0,2,1,39,不詳,5,121.52614,25.024143,大安區,古莊里,2
DV00689447,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,手機,0,0,24,1,1,54,退休,5,121.523478,25.03024,大安區,錦泰里,2
DV00721281,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,NA,NA,0,3,1,33,,7,121.5252266,25.0484633,中山區,正守里,2
DVP0198627,2,0,6,2,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,12,29,1,48,服務業,5,121.5234403,25.1135794,北投區,榮華里,2
DVP0198334,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,,0,0,0,1,1,28,不詳,5,121.6068485,25.0554411,南港區,南港里,2
DV00704070,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,NA,,NA,NA,0,1145,1,32,不詳,6,121.553988,25.0202973,大安區,黎孝里,2
DV00663776,2,0,4,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,刀子,0,0,0,9,1,50,不詳,9,121.5813407,25.0778459,內湖區,瑞陽里,2
DVP0179990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,11,1,73,家庭管理,2,121.5908022,25.079463,內湖區,紫星里,2
DV00605622,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,,0,0,36,14,1,25,其他,5,121.522921,25.052566,中山區,康樂里,2
DI00406405,2,1,9,3,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,電腦、椅子,0,0,24,20,1,36,,9,121.5020265,25.0450164,萬華區,萬壽里,2
DVP0214339,2,0,6,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,4,0,0,0,1,0,,0,0,12,9,1,27,,9,121.5069691,25.0479004,萬華區,福星里,2
DI00406571,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,1,1,12,1,1,36,,5,121.5864972,25.0644905,內湖區,石潭里,2
DV00717672,2,0,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,1,0,0,0,,0,0,0,5,1,26,不詳,9,121.4970049,25.035734,萬華區,青山里,2
DVP0205608,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,0,5,1,39,不詳,6,121.512415,25.059,大同區,延平里,2
DVP0168564,2,0,6,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,,0,0,6,7,1,33,,5,121.579864,25.048702,信義區,永吉里,2
DV00702111,2,0,4,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,,0,0,24,20,1,29,軍,7,121.5632062,25.0504949,松山區,吉祥里,2
DVP0184953,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,,0,0,0,8,1,41,不詳,7,121.6160196,25.0673336,內湖區,五分里,2
DVP0195562,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,1,0,,0,0,12,0,1,56,服務業,9,121.473843,25.121325,北投區,關渡里,2
DV00709618,2,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,NA,NA,0,35,3,43,,9,121.5192856,25.0929696,士林區,福佳里,2
DVP0152020,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,0,20,1,44,不詳,3,121.5090164,25.0855548,士林區,葫蘆里,2
DVP0179164,2,0,5,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,,0,0,60,44,1,31,家庭管理,9,121.500165,25.018046,萬華區,興德里,2
DVP0171917,2,0,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,12,10,1,34,家庭管理,5,121.5485501,25.0612711,松山區,民有里,2
DVP0171971,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,床被單,0,0,6,27,1,47,商業,7,121.563812,25.024551,信義區,雙和里,2
DVP0212563,2,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,6,2,0,1,0,1,0,,0,0,0,35,1,34,家庭管理,3,121.479128,25.1356603,北投區,桃源里,2
DVP0140191,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,5,1,67,,6,121.562128,24.994222,文山區,興家里,2
DV00634005,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,,0,0,0,22,1,34,不詳,7,121.5074855,25.0307405,中正區,廈安里,2
DVP0156203,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,,0,0,0,16,1,32,,8,121.502763,25.138389,北投區,中心里,2
DV00685599,2,0,6,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,塑膠椅子,NA,NA,0,5,1,40,服務業,5,121.4930829,25.0232756,萬華區,孝德里,2
DVP0151427,2,0,5,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,60,45,1,49,教,7,121.5203681,25.1095337,北投區,榮華里,2
DV00725408,2,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,NA,,0,0,12,10,1,35,家庭管理,7,121.5186227,25.113093,北投區,裕民里,2
DVP0213196,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,,0,0,0,2,1,47,不詳,9,121.571685,25.0247429,信義區,六合里,2
DVP0137409,2,0,6,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,鞋子,0,0,0,18,1,49,其他,9,121.5292186,25.1192822,士林區,天玉里,2
DV00687039,2,1,8,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,8,49,1,41,服務業,3,121.4922278,25.0261687,萬華區,和德里,2
DVP0170065,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,0,0,0,3,1,39,,5,121.5288612,25.0676961,中山區,新庄里,2
DV00653162,2,0,4,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,刀,0,0,0,8,1,63,退休,5,121.5233244,25.0641671,中山區,恆安里,2
DVP0211554,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,1,詳細物品不清楚,0,0,12,9,1,44,服務業,9,121.5393837,25.0412825,大安區,義村里,2
DVP0154857,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,2,0,0,0,1,0,,0,0,0,10,1,22,學生,5,121.491062,25.031249,萬華區,綠堤里,2
DV00668500,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,NA,,NA,NA,0,4,1,44,家庭管理,9,121.518604,25.090747,士林區,後港里,2
DVP0169709,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,,0,0,0,2,1,44,,9,121.540593,25.021701,大安區,龍淵里,2
DVP0213351,2,0,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,雨傘、水果,0,0,24,2,1,63,其他,4,121.535369,25.0674639,中山區,行孝里,2
DVP0175089,2,1,12,3,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,,0,0,156,79,1,32,服務業,4,121.4907067,25.0277866,萬華區,和德里,2
DVP0141065,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,,0,0,1,8,1,44,不詳,3,121.507387,25.0847973,士林區,葫蘆里,2
DV00711831,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,NA,,NA,NA,0,21,1,62,服務業,4,121.6160196,25.0673336,內湖區,五分里,2
DVP0195595,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,0,0,0,4,1,56,,3,121.5040274,25.092518,士林區,永倫里,2
DV00658288,2,0,6,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,,0,0,12,16,1,24,服務業,9,121.4948395,25.1444443,北投區,智仁里,2
DV00678070,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,,0,0,0,41,1,32,商業,5,121.5530282,25.0483556,松山區,美仁里,2
DVP0203555,2,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,刀子,0,0,12,6,1,34,家庭管理,9,121.615269,25.0706909,內湖區,安湖里,2
DV00706978,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,0,0,0,17,1,40,警,6,121.5392483,25.0224767,大安區,龍淵里,2
DV00723950,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,0,0,0,9,1,33,家庭管理,5,121.5235328,25.0825114,士林區,承德里,2
DVP0189602,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,0,0,0,2,1,27,不詳,9,121.5612615,25.0125099,大安區,黎和里,2
DV00678091,2,0,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,24,263,1,34,不詳,5,121.572565,25.046126,信義區,五常里,2
DI00404058,2,0,6,2,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,0,0,480,-17,1,67,不詳,4,121.6173534,25.0360999,南港區,九如里,2
DVP0139389,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,2,1,40,不詳,7,121.5545812,25.0497024,松山區,復勢里,2
DVP0150332,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,,0,0,3,96,1,23,服務業,9,121.5285609,25.060447,中山區,新生里,2
DVP0141318,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,,0,0,0,1,1,58,,6,121.5554503,25.04292,大安區,華聲里,2
DV00718357,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,1,0,,0,0,6,19,1,20,學生,5,121.5200316,25.1177379,北投區,振華里,2
DVP0199803,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,6,2,0,1,0,1,0,,0,0,0,5,1,43,不詳,9,121.6209034,25.0702795,內湖區,樂康里,2
DVP0146286,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,0,0,0,2,3,65,不詳,3,121.4691376,25.1284084,北投區,一德里,2
DVP0157320,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,,0,0,96,10,1,39,商業,9,121.5441365,25.1226213,士林區,東山里,2
DVP0211106,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,7,1,50,不詳,6,121.5359222,25.118853,士林區,天和里,2
DVP0188975,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,0,0,1,4,1,54,不詳,5,121.5577773,25.0346626,信義區,西村里,2
DV00680664,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,1,4,1,43,其他,7,121.563812,25.024551,信義區,雙和里,2
DV00707523,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,8,1,30,不詳,5,121.5054297,25.1187283,北投區,立農里,2
DVP0211814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,1,0,,0,0,0,34,1,44,不詳,7,121.5069764,25.0349562,中正區,愛國里,2
DVP0164712,2,0,6,3,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,,0,0,0,20,1,49,其他,3,121.5292186,25.1192822,士林區,天玉里,2
DVP0187449,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,,0,0,1,2,1,79,退休,9,121.5282049,25.1125099,士林區,天祿里,2
DV00726018,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,0,0,0,9,1,64,服務業,5,121.52319,25.080826,士林區,承德里,2
DVP0188273,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,電風扇,0,0,12,1,1,37,服務業,9,121.5497279,25.0312749,大安區,義安里,2
DVP0158090,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,,0,0,0,4,1,37,服務業,9,121.523119,25.0471864,中正區,梅花里,2
DVP0205503,2,1,8,3,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,2,0,1,0,0,0,,0,0,1,75,2,34,,7,121.5405176,25.0262425,大安區,龍生里,2
DV00676381,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,1,0,36,10,1,44,無工作,6,121.508856,25.0842433,士林區,葫蘆里,2
DV00700929,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,遙控器,0,0,0,38,1,57,,4,121.5045594,25.0342729,萬華區,富福里,2
DV00594821,2,0,6,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,1,0,,0,0,12,16,1,38,,6,121.5226358,25.1071532,士林區,蘭興里,2
DV00680809,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,叉子,0,0,0,38,1,39,其他,7,121.611814,25.0750794,內湖區,康寧里,2
DVP0212407,2,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,4,0,0,0,1,0,,0,0,1,1,1,33,不詳,3,121.573698,25.04537,信義區,五全里,2
DV00704070,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,NA,,NA,NA,0,1145,1,32,不詳,6,121.553988,25.0202973,大安區,黎孝里,2
DVP0183602,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,0,2,1,42,不詳,5,121.506084,25.141819,北投區,開明里,2
DVP0189689,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,6,3,1,28,,5,121.5296246,25.0565497,中山區,中原里,2
DV00606761,2,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,,0,0,8,7,1,25,服務業,9,121.6215523,25.0377337,南港區,舊莊里,2
DV00689777,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,藤條,0,0,0,33,1,48,不詳,6,121.4952762,25.1449897,北投區,智仁里,2
DV00696793,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,1,0,1,NA,,NA,NA,0,22,1,57,服務業,5,121.576417,25.07572,內湖區,港墘里,2
DV00601128,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,0,1,0,,0,0,60,44,1,29,服務業,5,121.5273086,25.0970399,士林區,舊佳里,2
